loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,loan_term_months
LN001607,2023-12,272874,4.613,740-779,>95,20-30,MI,Refinance_NoCashout,Investment,Townhouse,ServicerE,360
LN001608,2023-08,161014,6.262,620-659,70-80,40-50,IL,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN001609,2023-03,208085,5.639,660-699,70-80,<20,WA,Refinance_NoCashout,Primary,Multi_Family,ServicerE,180
LN001610,2023-12,286855,5.18,740-779,>95,>50,TX,Purchase,Primary,Condo,ServicerC,180
LN001611,2022-12,122811,5.094,700-739,80-90,30-40,CO,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001612,2023-09,227709,5.693,660-699,80-90,30-40,SC,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001613,2023-08,311746,5.225,700-739,70-80,<20,TX,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001614,2023-11,158650,5.779,660-699,80-90,<20,WI,Purchase,Primary,Multi_Family,ServicerA,360
LN001615,2022-07,150974,4.667,740-779,80-90,<20,VA,Refinance_NoCashout,Investment,Single_Family,ServicerB,180
LN001616,2023-07,173640,5.152,700-739,90-95,<20,SC,Refinance_NoCashout,Primary,Townhouse,ServicerA,180
LN001617,2022-10,90409,5.11,700-739,70-80,30-40,GA,Refinance_NoCashout,Investment,Single_Family,ServicerB,360
LN001618,2023-07,168130,6.089,620-659,90-95,30-40,UT,Purchase,Primary,Single_Family,ServicerB,360
LN001619,2022-05,227278,5.597,660-699,<60,20-30,CT,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,360
LN001620,2022-09,481165,5.301,700-739,>95,40-50,NJ,Purchase,Primary,Condo,ServicerA,360
LN001621,2022-03,440147,5.527,740-779,<60,40-50,NC,Refinance_NoCashout,Investment,Single_Family,ServicerC,360
LN001622,2022-01,194733,3.863,780+,<60,30-40,KY,Purchase,Primary,Single_Family,ServicerB,180
LN001623,2023-06,285247,5.011,740-779,70-80,40-50,CO,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001624,2023-04,209014,5.918,660-699,>95,20-30,UT,Purchase,Investment,Single_Family,ServicerE,180
LN001625,2023-11,326568,6.048,660-699,>95,30-40,UT,Refinance_NoCashout,Primary,Single_Family,ServicerA,180
LN001626,2023-08,476762,4.871,780+,90-95,20-30,CO,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN001627,2022-09,58543,5.589,700-739,80-90,>50,CO,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001628,2023-10,105252,5.962,620-659,60-70,30-40,MN,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001629,2022-09,75119,5.406,700-739,80-90,40-50,WA,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN001630,2023-08,172365,4.542,780+,60-70,<20,MI,Purchase,Primary,Single_Family,ServicerB,360
LN001631,2023-09,94090,5.667,660-699,70-80,>50,OH,Purchase,Primary,Townhouse,ServicerD,360
LN001632,2022-10,212875,4.236,780+,80-90,40-50,FL,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN001633,2022-08,333216,5.997,620-659,70-80,40-50,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001634,2022-12,369098,4.441,740-779,60-70,40-50,CT,Refinance_Cashout,Primary,Condo,ServicerA,360
LN001635,2023-01,225036,6.957,<620,60-70,30-40,CT,Purchase,Primary,Single_Family,ServicerE,360
LN001636,2022-02,325799,4.818,700-739,90-95,>50,LA,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001637,2022-09,439082,4.85,700-739,70-80,<20,LA,Purchase,Primary,Townhouse,ServicerC,360
LN001638,2022-06,381924,5.12,700-739,70-80,30-40,CA,Purchase,Primary,Single_Family,ServicerC,360
LN001639,2023-11,306998,6.174,<620,>95,20-30,OH,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001640,2022-03,230022,6.636,<620,>95,20-30,OH,Purchase,Primary,Single_Family,ServicerA,360
LN001641,2023-01,148659,4.783,780+,>95,20-30,WI,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001642,2022-01,560324,4.48,780+,80-90,20-30,TN,Purchase,Primary,Multi_Family,ServicerD,240
LN001643,2022-03,203301,5.553,700-739,90-95,30-40,NC,Purchase,Primary,Townhouse,ServicerB,180
LN001644,2022-08,398964,4.42,780+,80-90,30-40,LA,Purchase,Primary,Condo,ServicerA,240
LN001645,2022-01,233894,4.902,740-779,70-80,<20,WI,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001646,2023-10,138271,5.588,700-739,80-90,40-50,MO,Purchase,Primary,Townhouse,ServicerA,360
LN001647,2022-02,251107,6.962,<620,80-90,20-30,CT,Refinance_Cashout,Primary,Condo,ServicerD,360
LN001648,2022-03,144109,5.278,740-779,70-80,>50,AL,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN001649,2023-06,277726,5.874,700-739,>95,30-40,LA,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN001650,2023-09,134381,6.639,620-659,90-95,40-50,LA,Purchase,Primary,Single_Family,ServicerC,360
LN001651,2022-08,330864,4.937,740-779,80-90,>50,IN,Purchase,Primary,Townhouse,ServicerD,180
LN001652,2023-06,211879,5.24,700-739,80-90,20-30,IN,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001653,2023-02,284760,6.332,620-659,60-70,20-30,CT,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001654,2023-12,136162,5.434,660-699,80-90,30-40,TX,Purchase,Primary,Condo,ServicerB,360
LN001655,2022-09,121915,6.451,<620,>95,<20,LA,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001656,2022-09,185640,4.337,780+,60-70,30-40,GA,Purchase,Second_Home,Single_Family,ServicerE,240
LN001657,2023-12,131373,5.408,700-739,80-90,30-40,TX,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN001658,2023-08,197755,5.371,700-739,>95,<20,IL,Refinance_Cashout,Primary,Condo,ServicerE,360
LN001659,2023-06,160545,6.236,<620,80-90,20-30,GA,Purchase,Primary,Multi_Family,ServicerA,180
LN001660,2023-11,306722,5.261,660-699,80-90,30-40,MO,Purchase,Second_Home,Single_Family,ServicerC,360
LN001661,2023-03,163846,5.314,700-739,70-80,30-40,MI,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001662,2023-09,189897,4.801,780+,70-80,20-30,CT,Purchase,Primary,Single_Family,ServicerA,360
LN001663,2023-07,232784,5.705,620-659,80-90,40-50,LA,Purchase,Primary,Single_Family,ServicerB,240
LN001664,2022-05,644928,5.314,700-739,60-70,20-30,AL,Purchase,Primary,Single_Family,ServicerD,360
LN001665,2023-10,200478,6.352,<620,80-90,<20,TN,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001666,2023-06,160617,5.178,740-779,70-80,20-30,IL,Refinance_Cashout,Primary,Townhouse,ServicerE,360
LN001667,2022-01,222905,5.421,700-739,60-70,>50,AZ,Refinance_NoCashout,Investment,Single_Family,ServicerA,360
LN001668,2022-03,167403,5.084,740-779,70-80,<20,IL,Purchase,Primary,Multi_Family,ServicerA,360
LN001669,2022-04,96870,4.861,700-739,60-70,20-30,TN,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN001670,2022-10,149714,5.51,700-739,70-80,30-40,TX,Refinance_NoCashout,Primary,Multi_Family,ServicerA,180
LN001671,2022-05,466116,6.655,620-659,90-95,30-40,WI,Refinance_NoCashout,Investment,Townhouse,ServicerC,360
LN001672,2023-09,316990,5.945,620-659,>95,>50,LA,Purchase,Investment,Townhouse,ServicerD,360
LN001673,2023-06,213167,5.495,700-739,90-95,20-30,OK,Purchase,Second_Home,Single_Family,ServicerB,360
LN001674,2023-02,179066,5.302,740-779,60-70,30-40,FL,Purchase,Primary,Single_Family,ServicerC,180
LN001675,2022-05,132280,5.303,740-779,60-70,20-30,GA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001676,2023-12,183740,4.585,740-779,70-80,40-50,GA,Refinance_Cashout,Investment,Single_Family,ServicerE,360
LN001677,2022-11,191995,5.431,700-739,70-80,20-30,NJ,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN001678,2022-02,361331,4.84,740-779,80-90,30-40,NJ,Purchase,Primary,Townhouse,ServicerE,360
LN001679,2022-10,134705,5.387,660-699,90-95,30-40,OH,Refinance_Cashout,Primary,Condo,ServicerE,360
LN001680,2022-02,240545,5.645,660-699,70-80,30-40,IN,Purchase,Primary,Condo,ServicerB,360
LN001681,2022-06,228447,4.213,780+,70-80,20-30,AZ,Refinance_NoCashout,Investment,Single_Family,ServicerA,360
LN001682,2023-12,208162,5.449,700-739,60-70,30-40,AZ,Refinance_Cashout,Primary,Multi_Family,ServicerC,360
LN001683,2023-06,201446,5.061,700-739,70-80,20-30,MA,Refinance_NoCashout,Primary,Townhouse,ServicerC,240
LN001684,2022-01,185458,5.442,700-739,80-90,>50,CA,Purchase,Primary,Condo,ServicerE,360
LN001685,2022-07,278290,4.953,780+,70-80,30-40,FL,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001686,2023-01,405316,3.913,780+,70-80,>50,OH,Purchase,Primary,Townhouse,ServicerA,360
LN001687,2022-03,171646,6.317,<620,70-80,<20,OH,Purchase,Primary,Townhouse,ServicerE,360
LN001688,2023-02,105091,5.471,700-739,80-90,20-30,LA,Refinance_NoCashout,Investment,Townhouse,ServicerC,360
LN001689,2022-12,252089,5.739,740-779,80-90,30-40,AL,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001690,2022-04,165764,4.498,780+,60-70,20-30,IN,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001691,2022-04,521258,4.603,740-779,<60,30-40,PA,Purchase,Second_Home,Single_Family,ServicerA,360
LN001692,2023-05,68991,4.631,780+,<60,<20,NJ,Refinance_Cashout,Primary,Single_Family,ServicerD,240
LN001693,2023-06,208745,4.395,740-779,80-90,<20,MN,Purchase,Primary,Multi_Family,ServicerE,360
LN001694,2023-04,171303,6.042,620-659,80-90,40-50,NC,Purchase,Primary,Single_Family,ServicerD,180
LN001695,2022-03,170695,4.368,780+,60-70,30-40,OK,Purchase,Primary,Single_Family,ServicerC,360
LN001696,2023-02,154628,4.792,740-779,70-80,<20,MN,Purchase,Primary,Multi_Family,ServicerE,180
LN001697,2023-11,228325,4.621,740-779,70-80,30-40,KY,Refinance_Cashout,Primary,Townhouse,ServicerA,360
LN001698,2022-09,241844,5.091,740-779,70-80,>50,SC,Refinance_Cashout,Primary,Condo,ServicerA,240
LN001699,2022-09,279098,4.186,780+,>95,30-40,OH,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN001700,2022-09,114457,5.788,620-659,>95,20-30,WA,Refinance_Cashout,Primary,Townhouse,ServicerE,180
LN001701,2023-01,409802,6.992,<620,60-70,30-40,TX,Purchase,Investment,Multi_Family,ServicerC,360
LN001702,2023-12,117041,5.185,700-739,>95,20-30,FL,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001703,2023-11,256210,4.621,780+,70-80,40-50,NC,Purchase,Second_Home,Condo,ServicerB,240
LN001704,2022-11,402774,4.856,780+,90-95,30-40,OR,Refinance_NoCashout,Primary,Multi_Family,ServicerC,360
LN001705,2023-07,641573,5.301,660-699,<60,20-30,OR,Purchase,Primary,Single_Family,ServicerA,180
LN001706,2022-06,210946,5.585,700-739,80-90,40-50,FL,Refinance_NoCashout,Investment,Single_Family,ServicerD,360
LN001707,2023-09,226974,4.892,780+,70-80,<20,GA,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001708,2022-12,102900,5.642,660-699,80-90,30-40,OK,Purchase,Primary,Townhouse,ServicerA,360
LN001709,2023-11,343388,6.171,620-659,80-90,30-40,MA,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001710,2023-04,315045,4.27,780+,80-90,<20,MD,Purchase,Investment,Single_Family,ServicerC,360
LN001711,2022-03,87349,5.361,700-739,80-90,>50,WI,Purchase,Primary,Single_Family,ServicerA,360
LN001712,2023-02,166181,4.476,740-779,80-90,<20,KY,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN001713,2023-01,209463,5.224,660-699,80-90,>50,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerC,240
LN001714,2023-09,257713,4.307,780+,80-90,>50,UT,Purchase,Primary,Townhouse,ServicerC,360
LN001715,2022-11,247181,4.834,740-779,80-90,20-30,TN,Purchase,Primary,Townhouse,ServicerA,360
LN001716,2022-02,228506,5.189,740-779,60-70,20-30,VA,Purchase,Primary,Condo,ServicerD,360
LN001717,2023-09,135217,4.92,780+,80-90,20-30,IN,Purchase,Primary,Condo,ServicerB,360
LN001718,2023-08,261743,5.33,700-739,60-70,30-40,MI,Purchase,Investment,Single_Family,ServicerC,180
LN001719,2023-02,237492,6.201,620-659,70-80,>50,OH,Refinance_Cashout,Primary,Condo,ServicerE,360
LN001720,2022-05,119576,5.911,620-659,90-95,20-30,CT,Refinance_NoCashout,Investment,Condo,ServicerE,180
LN001721,2022-04,444365,5.526,660-699,70-80,20-30,AZ,Purchase,Second_Home,Condo,ServicerE,360
LN001722,2023-04,133265,5.372,660-699,<60,>50,AL,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001723,2023-11,339691,5.195,660-699,<60,<20,TX,Purchase,Primary,Single_Family,ServicerE,360
LN001724,2022-02,281042,6.191,620-659,70-80,30-40,WI,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN001725,2022-10,108841,5.657,700-739,<60,<20,AZ,Purchase,Primary,Single_Family,ServicerE,180
LN001726,2023-10,163446,4.973,740-779,>95,<20,NJ,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN001727,2023-10,120296,5.431,740-779,60-70,20-30,KY,Purchase,Investment,Single_Family,ServicerD,360
LN001728,2023-11,101818,5.564,660-699,<60,30-40,TX,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN001729,2023-05,142308,5.564,700-739,70-80,<20,OH,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001730,2022-04,143178,4.745,780+,70-80,20-30,IN,Purchase,Investment,Single_Family,ServicerC,360
LN001731,2022-12,410220,5.739,660-699,80-90,30-40,AZ,Purchase,Primary,Single_Family,ServicerC,360
LN001732,2022-09,220335,4.996,740-779,<60,>50,IL,Purchase,Primary,Single_Family,ServicerB,240
LN001733,2023-06,202445,5.384,660-699,60-70,20-30,LA,Refinance_Cashout,Primary,Townhouse,ServicerD,180
LN001734,2023-09,510875,5.707,700-739,70-80,>50,KY,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN001735,2023-08,396484,4.902,740-779,60-70,20-30,AL,Refinance_Cashout,Primary,Single_Family,ServicerD,240
LN001736,2023-12,322358,5.919,660-699,80-90,20-30,NC,Purchase,Investment,Single_Family,ServicerE,360
LN001737,2022-01,177721,4.732,700-739,90-95,20-30,LA,Refinance_Cashout,Primary,Single_Family,ServicerC,180
LN001738,2023-12,364764,6.069,660-699,>95,20-30,AL,Refinance_Cashout,Second_Home,Single_Family,ServicerA,360
LN001739,2022-09,246565,6.162,620-659,80-90,30-40,MI,Purchase,Primary,Single_Family,ServicerD,360
LN001740,2022-05,81607,5.42,700-739,70-80,<20,MO,Purchase,Primary,Condo,ServicerC,180
LN001741,2023-03,266266,5.793,700-739,60-70,20-30,MI,Purchase,Primary,Single_Family,ServicerA,360
LN001742,2023-04,125679,6.258,<620,80-90,30-40,WA,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001743,2022-08,464094,5.036,700-739,70-80,>50,TN,Purchase,Primary,Single_Family,ServicerE,360
LN001744,2023-07,129777,4.853,740-779,70-80,30-40,NJ,Refinance_Cashout,Primary,Single_Family,ServicerE,240
LN001745,2022-02,646330,5.472,740-779,70-80,30-40,MN,Refinance_Cashout,Investment,Single_Family,ServicerE,180
LN001746,2022-05,238424,5.287,660-699,80-90,40-50,TN,Purchase,Primary,Single_Family,ServicerA,180
LN001747,2023-05,215154,4.473,780+,>95,30-40,CA,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001748,2022-07,96137,4.268,780+,60-70,20-30,PA,Purchase,Primary,Townhouse,ServicerA,360
LN001749,2022-02,235722,6.475,<620,70-80,20-30,WA,Refinance_NoCashout,Investment,Multi_Family,ServicerD,360
LN001750,2022-12,268915,4.929,740-779,80-90,20-30,MI,Refinance_Cashout,Second_Home,Single_Family,ServicerE,180
LN001751,2022-07,335748,4.546,780+,70-80,20-30,NC,Refinance_Cashout,Primary,Multi_Family,ServicerC,360
LN001752,2023-06,415522,5.851,620-659,80-90,20-30,MN,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001753,2022-06,170737,6.057,620-659,70-80,40-50,MO,Refinance_Cashout,Primary,Condo,ServicerB,360
LN001754,2022-07,131264,5.117,660-699,90-95,30-40,IN,Refinance_Cashout,Second_Home,Single_Family,ServicerD,360
LN001755,2022-10,190510,4.805,700-739,80-90,>50,LA,Refinance_Cashout,Investment,Condo,ServicerD,360
LN001756,2023-05,179749,6.302,620-659,>95,<20,VA,Purchase,Primary,Condo,ServicerB,360
LN001757,2022-01,157842,4.711,780+,<60,40-50,PA,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001758,2022-06,199418,4.828,740-779,80-90,40-50,MN,Refinance_NoCashout,Primary,Condo,ServicerA,360
LN001759,2023-05,196160,6.658,620-659,80-90,40-50,VA,Purchase,Second_Home,Single_Family,ServicerB,360
LN001760,2023-11,212113,6.49,<620,80-90,30-40,MI,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN001761,2023-03,477495,4.966,740-779,80-90,30-40,MD,Purchase,Primary,Townhouse,ServicerE,240
LN001762,2023-12,114867,5.417,700-739,70-80,<20,UT,Purchase,Primary,Single_Family,ServicerE,240
LN001763,2022-11,261433,6.178,<620,<60,20-30,MD,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN001764,2022-07,89578,6.211,<620,90-95,30-40,MA,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001765,2023-10,222961,5.796,660-699,<60,30-40,PA,Refinance_NoCashout,Primary,Condo,ServicerA,360
LN001766,2022-03,103996,4.817,700-739,60-70,20-30,MI,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN001767,2023-10,163868,4.69,740-779,90-95,30-40,MN,Refinance_Cashout,Primary,Condo,ServicerA,360
LN001768,2022-05,284941,4.65,780+,60-70,20-30,NJ,Refinance_NoCashout,Primary,Townhouse,ServicerC,360
LN001769,2023-03,541790,6.322,<620,70-80,30-40,NC,Refinance_Cashout,Primary,Single_Family,ServicerC,240
LN001770,2023-09,224491,5.202,700-739,80-90,>50,OR,Refinance_Cashout,Investment,Single_Family,ServicerA,240
LN001771,2023-04,211777,4.695,740-779,80-90,>50,FL,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN001772,2023-12,113317,6.379,<620,70-80,20-30,TN,Refinance_Cashout,Second_Home,Single_Family,ServicerB,360
LN001773,2023-05,233822,5.486,700-739,80-90,30-40,MA,Purchase,Primary,Single_Family,ServicerA,360
LN001774,2023-06,385870,5.094,700-739,70-80,<20,AL,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN001775,2022-05,491480,4.281,780+,90-95,40-50,MI,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001776,2022-02,195886,5.813,620-659,90-95,>50,OR,Purchase,Primary,Single_Family,ServicerB,360
LN001777,2022-02,144159,6.344,<620,70-80,>50,PA,Purchase,Primary,Single_Family,ServicerC,360
LN001778,2022-04,306588,4.421,780+,<60,<20,KY,Purchase,Primary,Single_Family,ServicerA,180
LN001779,2023-01,285762,4.741,740-779,70-80,20-30,FL,Refinance_Cashout,Investment,Single_Family,ServicerE,360
LN001780,2022-06,166344,5.26,700-739,80-90,20-30,GA,Purchase,Primary,Condo,ServicerD,240
LN001781,2023-11,193975,6.898,<620,70-80,20-30,TX,Refinance_NoCashout,Primary,Multi_Family,ServicerE,360
LN001782,2022-08,105307,5.406,660-699,>95,20-30,UT,Purchase,Primary,Single_Family,ServicerB,360
LN001783,2022-04,135933,5.341,700-739,80-90,40-50,OK,Refinance_NoCashout,Second_Home,Multi_Family,ServicerC,180
LN001784,2023-04,137973,4.097,780+,80-90,<20,MO,Purchase,Primary,Townhouse,ServicerA,240
LN001785,2023-01,158818,4.978,700-739,80-90,20-30,LA,Refinance_NoCashout,Second_Home,Single_Family,ServicerE,240
LN001786,2023-02,268396,6.432,<620,80-90,<20,MN,Purchase,Primary,Single_Family,ServicerA,360
LN001787,2022-08,156120,5.019,780+,90-95,>50,CT,Refinance_Cashout,Primary,Townhouse,ServicerC,360
LN001788,2023-04,174759,5.121,780+,60-70,40-50,IN,Refinance_NoCashout,Investment,Townhouse,ServicerB,180
LN001789,2022-04,193764,5.028,740-779,60-70,<20,MN,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN001790,2022-06,191043,5.936,700-739,70-80,20-30,FL,Refinance_Cashout,Primary,Condo,ServicerC,240
LN001791,2023-02,217890,5.112,740-779,90-95,<20,NJ,Refinance_NoCashout,Primary,Condo,ServicerA,360
LN001792,2023-10,388094,5.192,700-739,80-90,20-30,UT,Purchase,Second_Home,Single_Family,ServicerE,240
LN001793,2022-06,129776,4.629,700-739,<60,20-30,NY,Purchase,Primary,Condo,ServicerD,180
LN001794,2023-12,351566,4.772,780+,<60,>50,AZ,Purchase,Investment,Condo,ServicerB,360
LN001795,2023-07,225089,4.486,780+,80-90,30-40,NC,Purchase,Investment,Single_Family,ServicerD,360
LN001796,2022-08,275338,6.148,620-659,70-80,30-40,VA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001797,2023-07,145733,5.768,660-699,>95,<20,TX,Purchase,Primary,Single_Family,ServicerC,240
LN001798,2022-02,193850,4.721,740-779,60-70,30-40,IL,Refinance_Cashout,Primary,Single_Family,ServicerE,180
LN001799,2022-11,180286,5.779,620-659,60-70,30-40,IN,Purchase,Primary,Single_Family,ServicerE,360
LN001800,2022-11,119820,6.711,<620,90-95,30-40,CA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN001801,2023-01,105793,5.34,740-779,70-80,40-50,NY,Refinance_Cashout,Primary,Multi_Family,ServicerD,360
LN001802,2023-09,215879,4.943,700-739,90-95,>50,NC,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001803,2023-03,140616,6.299,620-659,70-80,30-40,CT,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN001804,2023-01,356556,5.388,700-739,<60,20-30,KY,Refinance_Cashout,Second_Home,Condo,ServicerB,360
LN001805,2023-08,154992,4.725,740-779,70-80,<20,IN,Purchase,Primary,Townhouse,ServicerD,360
LN001806,2022-01,320527,5.65,660-699,80-90,20-30,NC,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN001807,2023-02,395687,5.928,660-699,70-80,20-30,OK,Purchase,Primary,Single_Family,ServicerE,360
LN001808,2023-08,89355,5.09,700-739,70-80,>50,OR,Purchase,Primary,Single_Family,ServicerC,180
LN001809,2023-06,396752,5.979,660-699,80-90,20-30,CA,Purchase,Primary,Single_Family,ServicerE,240
LN001810,2023-09,259621,4.591,740-779,80-90,<20,AZ,Refinance_Cashout,Primary,Single_Family,ServicerE,240
LN001811,2022-01,153746,6.341,<620,70-80,30-40,CO,Refinance_Cashout,Primary,Townhouse,ServicerA,240
LN001812,2022-12,128305,5.485,660-699,80-90,30-40,NY,Refinance_Cashout,Primary,Condo,ServicerE,360
LN001813,2022-08,113191,5.695,660-699,>95,<20,NJ,Purchase,Primary,Condo,ServicerA,360
LN001814,2023-03,532568,5.026,740-779,80-90,20-30,KY,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN001815,2023-05,302399,5.712,660-699,90-95,30-40,MO,Purchase,Primary,Single_Family,ServicerE,360
LN001816,2023-04,164276,5.525,700-739,>95,40-50,NY,Purchase,Primary,Single_Family,ServicerB,240
LN001817,2023-07,134912,6.217,620-659,80-90,30-40,PA,Refinance_Cashout,Second_Home,Condo,ServicerE,240
LN001818,2023-05,204563,4.556,780+,60-70,30-40,MI,Purchase,Primary,Condo,ServicerA,360
LN001819,2022-05,177042,4.365,780+,80-90,>50,MO,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN001820,2023-01,546407,4.778,700-739,60-70,30-40,CT,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN001821,2023-04,536757,5.026,740-779,<60,40-50,MN,Purchase,Investment,Single_Family,ServicerD,360
LN001822,2022-02,94807,4.276,780+,80-90,>50,OK,Purchase,Primary,Condo,ServicerB,360
LN001823,2022-08,429696,6.321,<620,70-80,30-40,TX,Refinance_Cashout,Investment,Multi_Family,ServicerD,180
LN001824,2023-04,118192,6.359,660-699,70-80,30-40,CO,Refinance_Cashout,Second_Home,Condo,ServicerB,180
LN001825,2022-03,204721,5.13,700-739,80-90,<20,NY,Purchase,Primary,Single_Family,ServicerC,360
LN001826,2022-11,235114,4.221,780+,60-70,30-40,TN,Purchase,Primary,Multi_Family,ServicerA,360
LN001827,2023-11,555765,4.889,700-739,<60,<20,SC,Purchase,Primary,Single_Family,ServicerB,360
LN001828,2022-06,141797,5.309,700-739,70-80,30-40,IN,Purchase,Investment,Condo,ServicerB,240
LN001829,2022-12,221277,5.442,620-659,<60,40-50,TN,Purchase,Primary,Single_Family,ServicerA,360
LN001830,2022-08,505826,4.737,740-779,>95,40-50,OR,Purchase,Primary,Single_Family,ServicerB,360
LN001831,2023-04,264827,6.088,620-659,90-95,40-50,VA,Refinance_Cashout,Primary,Condo,ServicerA,360
LN001832,2023-05,191563,5.684,700-739,80-90,20-30,GA,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN001833,2023-12,208728,5.092,700-739,80-90,20-30,WA,Refinance_NoCashout,Investment,Condo,ServicerD,360
LN001834,2022-07,283443,5.603,660-699,90-95,30-40,TN,Purchase,Second_Home,Townhouse,ServicerB,180
LN001835,2022-06,128816,4.854,740-779,60-70,>50,CO,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN001836,2022-03,222398,6.003,660-699,<60,40-50,MD,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN001837,2023-11,228447,4.825,740-779,70-80,30-40,MD,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN001838,2023-06,273036,6.653,<620,90-95,30-40,SC,Purchase,Primary,Single_Family,ServicerC,360
LN001839,2022-12,357047,5.494,700-739,80-90,20-30,MI,Refinance_Cashout,Investment,Townhouse,ServicerC,360
LN001840,2022-04,322124,4.905,740-779,90-95,20-30,IN,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN001841,2023-01,142354,4.346,740-779,70-80,20-30,NJ,Refinance_NoCashout,Investment,Multi_Family,ServicerE,360
LN001842,2022-10,562946,5.292,740-779,80-90,20-30,FL,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN001843,2023-09,176172,5.092,700-739,80-90,20-30,OK,Purchase,Primary,Single_Family,ServicerA,360
LN001844,2023-12,285686,5.458,660-699,>95,>50,GA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN001845,2023-10,76480,4.898,780+,80-90,20-30,NY,Purchase,Primary,Multi_Family,ServicerC,240
LN001846,2022-12,138743,4.994,740-779,70-80,20-30,CT,Purchase,Primary,Townhouse,ServicerD,360
LN001847,2023-05,92501,5.401,660-699,70-80,40-50,PA,Purchase,Investment,Condo,ServicerE,360
LN001848,2023-02,230969,4.605,780+,70-80,40-50,IL,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN001849,2023-09,589019,4.744,780+,>95,<20,NY,Refinance_Cashout,Primary,Condo,ServicerE,240
